date,a__team,h__team,a__goals_p1,a__goals_p2,a__goals_p3,a__goals_ot,a__goals_total,h__goals_p1,h__goals_p2,h__goals_p3,h__goals_ot,h__goals_total,moneyline,fav,over_under
2023-02-27,VGK,COL,0,0,0,0,0,1,1,1,0,3,-155,Home,6
2023-02-27,CHI,ANA,1,1,0,0,2,2,1,1,0,4,-125,Home,6
2023-02-28,DET,OTT,1,0,0,0,1,4,1,1,0,6,-140,Home,6.5
2023-02-28,FLA,TB,3,0,1,0,4,0,1,0,0,1,-170,Home,6.5
2023-02-28,CBJ,BUF,2,2,1,0,5,1,0,2,0,3,-205,Home,6.5
2023-02-28,LA,WPG,0,3,2,1,6,2,3,0,0,5,-135,Home,6
2023-02-28,NYI,MIN,1,0,0,0,1,1,0,0,1,2,-140,Home,5.5
2023-02-28,PIT,NSH,0,0,3,0,3,0,0,1,0,1,-140,Away,6
2023-02-28,SEA,STL,1,2,2,0,5,0,2,1,0,3,-160,Away,6
2023-02-28,BOS,CGY,2,0,1,1,4,0,1,2,0,3,-130,Away,6
2023-02-28,CHI,ARI,0,0,1,0,1,2,1,1,0,4,-190,Home,6
2023-02-28,MTL,SJ,0,0,3,0,3,1,0,0,0,1,-165,Home,6.5
2023-03-01,NYR,PHI,1,0,1,1,3,1,1,0,0,2,-235,Away,6
2023-03-01,TOR,EDM,1,0,1,0,2,3,2,0,0,5,0,Even,7
2023-03-01,ARI,DAL,2,0,0,0,2,1,1,2,0,4,-430,Home,6
2023-03-01,NJ,COL,3,3,1,0,7,1,3,1,0,5,0,Even,6
2023-03-01,CAR,VGK,0,1,1,0,2,0,2,1,0,3,-160,Away,5.5
2023-03-01,WAS,ANA,1,0,1,1,3,1,0,1,0,2,-195,Away,6.5
2023-03-02,BUF,BOS,0,0,1,0,1,0,2,5,0,7,-285,Home,6.5
2023-03-02,NSH,FLA,2,0,0,0,2,0,1,0,0,1,-235,Home,7
2023-03-02,OTT,NYR,0,2,3,0,5,1,2,0,0,3,-155,Home,6.5
2023-03-02,PIT,TB,0,3,1,1,5,1,1,2,0,4,-165,Home,6.5
2023-03-02,SEA,DET,3,1,0,1,5,2,2,0,0,4,-125,Away,6.5
2023-03-02,DAL,CHI,2,0,3,0,5,1,1,0,0,2,-278,Away,6
2023-03-02,TOR,CGY,0,1,1,0,2,1,0,0,0,1,-130,Home,6.5
2023-03-02,MIN,VAN,1,1,0,0,2,1,0,0,0,1,-155,Away,6
2023-03-02,MTL,LA,1,0,1,0,2,0,1,2,0,3,-267,Home,6.5
2023-03-02,STL,SJ,0,4,2,0,6,2,0,1,0,3,-125,Home,6
2023-03-03,SEA,CBJ,0,2,2,0,4,0,1,1,0,2,-165,Away,6.5
2023-03-03,WPG,EDM,0,0,3,0,3,1,3,2,0,6,-175,Home,6.5
2023-03-03,CAR,ARI,2,3,1,0,6,0,1,0,0,1,-365,Away,6
2023-03-03,MTL,ANA,1,0,1,0,2,1,0,2,0,3,-120,Home,6
2023-03-03,NJ,VGK,2,0,1,0,3,1,1,1,1,4,-115,Away,6
2023-03-04,DET,NYI,0,1,0,0,1,0,0,4,0,4,-205,Home,5.5
2023-03-04,TB,BUF,1,0,2,0,3,1,3,1,0,5,-160,Away,7
2023-03-04,NYR,BOS,0,1,1,0,2,1,1,2,0,4,-180,Home,6
2023-03-04,COL,DAL,1,0,2,0,3,3,2,2,0,7,-120,Home,6
