date,a__team,h__team,a__goals_p1,a__goals_p2,a__goals_p3,a__goals_ot,a__goals_total,h__goals_p1,h__goals_p2,h__goals_p3,h__goals_ot,h__goals_total,moneyline,fav,over_under
2022-11-25,CGY,WAS,0,0,0,0,0,1,1,1,0,3,-125,Away,6
2022-11-25,MTL,CHI,1,1,0,1,3,0,1,1,0,2,-125,Home,6.5
2022-11-25,TOR,MIN,2,1,1,0,4,1,1,1,0,3,-115,Home,6
2022-11-25,OTT,ANA,2,2,1,0,5,0,0,1,0,1,-155,Away,6.5
2022-11-25,PIT,PHI,2,2,0,0,4,0,0,1,0,1,-240,Away,6
2022-11-25,ARI,DET,0,2,1,0,3,1,2,0,1,4,-205,Home,6
2022-11-25,NJ,BUF,0,3,0,0,3,0,1,0,0,1,-150,Away,6.5
2022-11-25,NYI,CBJ,1,1,1,0,3,0,2,0,0,2,-195,Away,6
2022-11-25,SEA,VGK,2,2,0,0,4,2,0,0,0,2,-190,Home,6.5
2022-11-25,STL,TB,1,1,0,0,2,3,1,1,0,5,-195,Home,6
2022-11-25,WPG,DAL,2,1,1,1,5,2,0,2,0,4,-170,Home,6
2022-11-25,LA,SJ,2,1,2,0,5,1,1,0,0,2,-145,Away,6
2022-11-26,EDM,NYR,0,0,4,0,4,1,2,0,0,3,-160,Home,6.5
2022-11-26,CGY,CAR,1,1,0,0,2,1,1,1,0,3,-130,Home,6
2022-11-26,STL,FLA,1,0,3,1,5,3,1,0,0,4,-205,Home,6.5
2022-11-26,TOR,PIT,1,2,1,0,4,0,0,1,0,1,-135,Home,6.5
2022-11-26,WAS,NJ,0,0,1,0,1,1,2,2,0,5,-195,Home,6
2022-11-26,PHI,NYI,1,1,0,0,2,1,1,3,0,5,-240,Home,6
2022-11-26,DAL,COL,0,1,0,0,1,2,1,1,0,4,-178,Home,6
2022-11-26,VAN,VGK,2,3,0,0,5,0,0,1,0,1,-195,Home,6.5
2022-11-27,ARI,MIN,0,1,2,0,3,1,1,2,0,4,-305,Home,6
2022-11-27,WPG,CHI,1,4,2,0,7,0,2,0,0,2,-170,Away,6
2022-11-27,SEA,ANA,3,1,1,0,5,1,3,0,0,4,-178,Away,6
2022-11-27,VAN,SJ,1,0,2,1,4,0,1,2,0,3,-115,Away,6.5
2022-11-27,OTT,LA,1,1,0,1,3,0,2,0,0,2,-160,Home,6.5
2022-11-28,VGK,CBJ,2,0,0,1,3,0,1,1,0,2,-285,Away,6.5
2022-11-28,NJ,NYR,2,2,1,0,5,2,0,1,0,3,-120,Home,6
2022-11-28,TB,BUF,2,1,2,1,6,2,1,2,0,5,-145,Away,6.5
2022-11-28,TOR,DET,2,2,0,0,4,1,0,1,0,2,-155,Away,6
2022-11-28,DAL,STL,0,1,3,0,4,0,0,1,0,1,-120,Away,6
2022-11-28,FLA,EDM,1,0,2,0,3,0,1,2,1,4,-115,Home,6.5
2022-11-29,CAR,PIT,0,2,0,1,3,1,0,1,0,2,-115,Home,6
2022-11-29,SJ,MTL,1,0,3,0,4,0,0,0,0,0,0,Even,6
2022-11-29,TB,BOS,0,1,0,0,1,1,0,2,0,3,-178,Home,6
2022-11-29,NYI,PHI,1,0,0,0,1,2,0,1,0,3,-195,Away,5.5
2022-11-29,ANA,NSH,0,0,1,0,1,0,1,0,1,2,-240,Home,6.5
2022-11-29,COL,WPG,0,0,0,0,0,1,2,2,0,5,-135,Away,6
2022-11-29,FLA,CGY,0,2,0,0,2,3,1,2,0,6,-155,Home,6.5
2022-11-29,WAS,VAN,3,1,1,0,5,1,0,0,0,1,-115,Home,6.5
2022-11-29,SEA,LA,3,5,0,1,9,3,3,2,0,8,-130,Home,6
2022-11-30,BUF,DET,2,2,0,1,5,1,0,3,0,4,-130,Home,6.5
2022-11-30,NYR,OTT,1,1,1,0,3,0,1,0,0,1,-115,Home,6.5
2022-11-30,SJ,TOR,0,1,0,0,1,0,1,2,0,3,-320,Home,6.5
2022-11-30,EDM,CHI,0,2,3,0,5,0,1,3,0,4,-225,Away,6
2022-12-01,COL,BUF,1,4,1,0,6,2,1,1,0,4,-178,Away,6.5
2022-12-01,VGK,PIT,2,0,1,0,3,0,2,2,0,4,-120,Home,6.5
2022-12-01,NSH,NJ,2,0,1,1,4,0,3,0,0,3,-205,Home,6
2022-12-01,TB,PHI,1,2,1,0,4,0,0,1,0,1,-225,Away,6
2022-12-01,CAR,STL,0,3,3,0,6,1,2,1,0,4,-140,Away,5.5
2022-12-01,EDM,MIN,1,1,1,0,3,0,3,2,0,5,-165,Home,6.5
2022-12-01,ANA,DAL,0,0,0,0,0,1,2,2,0,5,-320,Home,6
2022-12-01,MTL,CGY,1,0,1,0,2,0,1,0,0,1,-320,Home,6
2022-12-01,FLA,VAN,3,1,1,0,5,0,1,0,0,1,-130,Away,6.5
2022-12-01,WAS,SEA,2,0,0,0,2,0,1,1,1,3,-115,Home,6
2022-12-01,ARI,LA,1,2,0,0,3,1,2,2,0,5,-250,Home,6
2022-12-02,OTT,NYR,0,1,1,1,3,1,0,1,0,2,-190,Home,6.5
2022-12-02,NSH,NYI,1,1,2,0,4,0,0,1,0,1,-165,Home,6
2022-12-02,CBJ,WPG,2,2,0,0,4,0,0,1,0,1,-210,Home,6.5
2022-12-03,ANA,MIN,1,2,1,0,4,2,0,2,1,5,-305,Home,6
2022-12-03,COL,BOS,0,0,1,0,1,2,1,2,0,5,-165,Home,6
2022-12-03,VGK,DET,1,2,1,0,4,0,1,0,0,1,-140,Away,6.5
2022-12-03,MTL,EDM,1,2,0,0,3,0,4,1,0,5,-250,Home,6.5
2022-12-03,NJ,PHI,0,1,2,0,3,0,1,1,0,2,-215,Away,6
2022-12-03,SJ,OTT,2,0,0,0,2,1,2,2,0,5,-145,Home,6.5
2022-12-03,STL,PIT,1,1,0,0,2,3,2,1,0,6,-190,Home,6
2022-12-03,CHI,NYR,1,2,2,0,5,0,1,1,0,2,-278,Home,6
2022-12-03,TOR,TB,0,2,1,0,3,0,1,2,1,4,-135,Home,6
2022-12-03,ARI,VAN,1,1,0,0,2,1,0,1,1,3,-210,Home,6
2022-12-03,FLA,SEA,2,1,2,0,5,0,1,0,0,1,-120,Away,6
2022-12-03,WAS,CGY,1,0,1,0,2,1,1,3,0,5,-165,Home,6
2022-12-03,CAR,LA,2,1,1,0,4,0,0,2,0,2,-145,Away,6
2022-12-04,ANA,WPG,1,1,0,0,2,0,2,3,0,5,-285,Home,6
2022-12-04,MIN,DAL,1,3,1,1,6,0,1,4,0,5,-160,Home,6
2022-12-04,DET,CBJ,2,1,1,0,4,0,1,1,0,2,-125,Away,6.5
2022-12-04,SJ,BUF,2,0,1,0,3,1,3,2,0,6,-160,Home,6.5
2022-12-04,CHI,NYI,0,0,0,0,0,0,3,0,0,3,-305,Home,5.5
2022-12-05,COL,PHI,1,0,2,0,3,2,1,2,0,5,-205,Away,5.5
2022-12-05,VGK,BOS,2,1,0,1,4,0,2,1,0,3,-195,Home,6
2022-12-05,STL,NYR,1,3,0,0,4,2,1,3,0,6,-170,Home,6
2022-12-05,WAS,EDM,0,2,1,0,3,0,2,0,0,2,-160,Home,6.5
2022-12-05,ARI,CGY,0,1,1,0,2,2,0,1,0,3,-355,Home,6
2022-12-05,MTL,VAN,4,0,2,0,6,0,2,4,1,7,-260,Home,6.5
2022-12-06,CHI,NJ,0,0,0,0,0,1,2,0,0,3,-430,Home,6.5
2022-12-06,CBJ,PIT,1,0,0,0,1,0,3,1,0,4,-292,Home,6.5
2022-12-06,DET,TB,0,1,3,0,4,0,0,2,0,2,-260,Home,6
2022-12-06,LA,OTT,4,1,0,0,5,1,0,1,0,2,-115,Home,6.5
2022-12-06,STL,NYI,1,2,4,0,7,1,0,3,0,4,-195,Home,5.5
2022-12-06,FLA,WPG,1,0,1,0,2,2,2,1,0,5,-115,Away,6
2022-12-06,TOR,DAL,2,1,1,0,4,0,0,0,0,0,-120,Home,6
2022-12-06,CAR,ANA,1,2,0,0,3,2,1,0,1,4,-305,Away,6
2022-12-06,MTL,SEA,1,3,0,0,4,1,1,0,0,2,-278,Home,6
2022-12-07,WAS,PHI,0,1,3,0,4,1,0,0,0,1,-140,Away,6
2022-12-07,BUF,CBJ,6,3,0,0,9,0,2,2,0,4,-155,Away,6.5
2022-12-07,MIN,CGY,2,0,1,0,3,0,3,2,0,5,-155,Home,6
2022-12-07,BOS,COL,0,2,2,0,4,0,0,0,0,0,-178,Away,6
2022-12-07,ARI,EDM,0,1,1,0,2,2,3,3,0,8,-305,Home,6.5
2022-12-07,NYR,VGK,1,0,4,0,5,0,1,0,0,1,-125,Home,6
2022-12-07,VAN,SJ,2,2,1,1,6,1,2,2,0,5,-120,Away,6.5
2022-12-08,LA,TOR,0,0,0,0,0,0,4,1,0,5,-178,Home,6
2022-12-08,NSH,TB,1,1,0,0,2,2,0,3,0,5,-180,Home,6
2022-12-08,DET,FLA,0,1,0,0,1,1,4,0,0,5,-220,Home,6.5
2022-12-08,WPG,STL,1,2,2,0,5,0,1,1,0,2,-125,Away,6
2022-12-08,OTT,DAL,2,0,1,0,3,2,0,1,1,4,-205,Home,6.5
2022-12-09,CGY,CBJ,0,0,1,0,1,1,1,1,0,3,-267,Away,6.5
2022-12-09,NYI,NJ,2,3,1,0,6,1,1,2,0,4,-225,Home,6
2022-12-09,PIT,BUF,0,1,2,1,4,0,2,1,0,3,-155,Away,6.5
2022-12-09,SEA,WAS,1,0,0,0,1,0,2,2,0,4,-145,Home,6
2022-12-09,WPG,CHI,1,1,1,0,3,0,1,0,0,1,-145,Away,6
2022-12-09,MIN,EDM,1,1,0,0,2,2,1,2,0,5,-125,Home,6.5
2022-12-09,NYR,COL,0,1,0,1,2,1,0,0,0,1,-160,Away,5.5
2022-12-09,BOS,ARI,1,1,1,0,3,1,1,2,0,4,-355,Away,6
2022-12-09,PHI,VGK,0,1,0,0,1,1,0,0,1,2,-267,Home,6
2022-12-09,SJ,ANA,1,3,2,0,6,0,1,0,0,1,-115,Away,6.5
2022-12-10,OTT,NSH,0,1,2,0,3,0,1,1,0,2,-135,Home,6.5
2022-12-10,DET,DAL,1,1,0,0,2,1,1,0,1,3,-205,Home,6.5
2022-12-10,FLA,TB,0,1,0,0,1,1,0,3,0,4,-140,Home,6.5
2022-12-10,BUF,PIT,0,0,1,0,1,2,0,1,0,3,-220,Home,6.5
2022-12-10,CGY,TOR,2,1,1,0,4,2,1,1,1,5,-170,Home,6
2022-12-10,LA,MTL,2,0,2,0,4,0,0,2,0,2,-178,Away,6
2022-12-10,CAR,NYI,0,1,2,0,3,0,0,0,0,0,-135,Away,5.5
2022-12-10,MIN,VAN,1,1,1,0,3,0,0,0,0,0,-115,Home,6.5
2022-12-11,COL,STL,0,1,1,1,3,0,0,2,0,2,-120,Away,6
2022-12-11,LA,CBJ,0,3,2,0,5,2,3,0,1,6,-155,Away,6.5
2022-12-11,SEA,FLA,1,1,3,0,5,0,1,1,0,2,-160,Home,6.5
2022-12-11,PHI,ARI,0,3,1,0,4,1,2,1,1,5,0,Even,5.5
2022-12-11,WAS,WPG,0,4,1,0,5,0,0,2,0,2,-135,Home,6
2022-12-11,BOS,VGK,0,1,2,0,3,1,0,0,0,1,-165,Away,6
2022-12-12,CGY,MTL,0,1,0,0,1,0,0,1,1,2,-205,Away,6
2022-12-12,DAL,PIT,1,0,0,0,1,1,0,1,0,2,-130,Home,6.5
2022-12-12,NJ,NYR,2,1,0,0,3,1,2,0,1,4,-120,Home,6
2022-12-12,ANA,OTT,0,0,0,0,0,2,0,1,0,3,-235,Home,6.5
2022-12-12,EDM,MIN,1,0,0,0,1,1,1,0,0,2,-125,Home,6.5
2022-12-12,NSH,STL,0,0,0,0,0,0,0,0,1,1,-115,Away,6
2022-12-13,ANA,TOR,0,0,0,0,0,2,2,3,0,7,-480,Home,6.5
2022-12-13,CAR,DET,1,0,0,0,1,0,0,0,0,0,-178,Away,6
2022-12-13,CBJ,FLA,0,0,0,0,0,1,2,1,0,4,-278,Home,6.5
2022-12-13,DAL,NJ,0,2,2,0,4,0,1,0,0,1,-165,Home,6.5
2022-12-13,LA,BUF,0,0,0,0,0,0,0,6,0,6,-115,Away,6.5
2022-12-13,NYI,BOS,1,1,1,0,3,2,1,0,1,4,-267,Home,5.5
2022-12-13,SEA,TB,1,0,1,0,2,2,3,1,0,6,-205,Home,6
2022-12-13,EDM,NSH,3,2,1,0,6,1,2,0,0,3,-135,Away,6.5
2022-12-13,VGK,WPG,2,1,3,0,6,1,2,2,0,5,-140,Home,6
2022-12-13,PHI,COL,1,0,1,0,2,0,2,1,0,3,-240,Home,6
2022-12-13,WAS,CHI,2,2,3,0,7,1,1,1,0,3,-210,Away,6
2022-12-13,ARI,SJ,1,0,1,0,2,2,1,0,0,3,-170,Home,6
2022-12-14,MTL,OTT,0,0,2,0,2,0,3,0,0,3,-220,Home,6.5
2022-12-14,DET,MIN,0,1,0,0,1,1,2,1,0,4,-267,Home,6
2022-12-14,VAN,CGY,2,1,0,1,4,2,1,0,0,3,-190,Home,6.5
2022-12-15,ANA,MTL,2,0,3,0,5,0,0,2,0,2,-155,Home,6
2022-12-15,CBJ,TB,0,1,0,0,1,1,0,3,0,4,-292,Home,6.5
2022-12-15,DAL,WAS,0,0,2,0,2,0,1,0,0,1,-115,Away,6
2022-12-15,LA,BOS,0,0,2,1,3,0,2,0,0,2,-250,Home,6
2022-12-15,PHI,NJ,0,1,1,0,2,1,0,0,0,1,-305,Home,6
2022-12-15,PIT,FLA,0,2,2,0,4,1,0,1,0,2,0,Even,6.5
2022-12-15,SEA,CAR,0,1,1,0,2,2,1,0,0,3,-190,Home,6
2022-12-15,TOR,NYR,1,0,0,0,1,1,1,1,0,3,-125,Away,6
2022-12-15,NSH,WPG,1,0,0,0,1,1,0,0,1,2,-165,Home,6
2022-12-15,VGK,CHI,1,1,2,0,4,0,0,1,0,1,-205,Away,6
2022-12-15,BUF,COL,2,1,1,0,4,0,0,2,0,2,-190,Home,6.5
2022-12-15,STL,EDM,1,0,2,1,4,1,1,1,0,3,-170,Home,6.5
2022-12-16,CHI,MIN,0,0,1,0,1,1,2,1,0,4,-440,Home,6
2022-12-16,STL,CGY,1,1,3,0,5,1,0,1,0,2,-235,Home,6
2022-12-16,NYI,ARI,2,1,1,0,4,1,2,2,0,5,-178,Away,5.5
2022-12-17,CBJ,BOS,0,1,1,0,2,1,1,2,0,4,-455,Home,6.5
2022-12-17,OTT,DET,2,1,3,0,6,2,1,0,0,3,0,Even,6
2022-12-17,ANA,EDM,2,1,1,0,4,1,1,1,0,3,-335,Home,6.5
2022-12-17,DAL,CAR,1,1,2,0,4,2,1,1,1,5,-170,Home,5.5
2022-12-17,NYR,PHI,1,2,3,0,6,1,1,1,0,3,-165,Away,6
2022-12-17,TB,MTL,2,2,1,0,5,0,0,1,0,1,-260,Away,6
2022-12-17,TOR,WAS,1,1,0,0,2,2,1,2,0,5,-135,Away,6
2022-12-17,FLA,NJ,1,2,1,0,4,0,1,1,0,2,-140,Home,6.5
2022-12-17,BUF,ARI,1,1,3,0,5,1,1,0,0,2,-170,Away,6.5
2022-12-17,NSH,COL,0,0,1,0,1,0,2,1,0,3,-170,Home,5.5
2022-12-17,NYI,VGK,1,2,2,0,5,0,1,1,0,2,-170,Home,6
2022-12-17,WPG,VAN,1,2,2,0,5,0,0,1,0,1,-130,Away,6.5
2022-12-17,SJ,LA,1,1,0,0,2,1,1,0,1,3,-160,Home,6
2022-12-18,OTT,MIN,0,0,2,0,2,1,2,1,0,4,-210,Home,6
2022-12-18,PIT,CAR,0,1,1,0,2,0,1,2,0,3,-130,Home,6
2022-12-18,NYR,CHI,3,2,2,0,7,0,1,0,0,1,-260,Away,5.5
2022-12-18,WPG,SEA,1,1,0,0,2,0,1,2,0,3,-150,Home,6
2022-12-18,CGY,SJ,1,1,3,0,5,1,0,1,0,2,-190,Away,6
2022-12-19,DAL,CBJ,0,1,1,0,2,0,0,1,0,1,-250,Away,6.5
2022-12-19,DET,WAS,2,0,1,0,3,0,2,1,1,4,-178,Home,6
2022-12-19,FLA,BOS,0,3,0,0,3,3,2,2,0,7,-205,Home,6.5
2022-12-19,EDM,NSH,1,1,1,0,3,1,2,0,1,4,-115,Away,6.5
2022-12-19,NYI,COL,0,0,0,0,0,0,0,0,1,1,-155,Home,5.5
2022-12-19,BUF,VGK,0,3,0,0,3,0,0,2,0,2,-155,Home,6.5
2022-12-19,MTL,ARI,0,2,0,1,3,0,2,0,0,2,-125,Home,6
2022-12-19,STL,VAN,0,3,2,0,5,0,1,0,0,1,0,Even,6
2022-12-20,CBJ,PHI,0,2,1,0,3,1,2,2,0,5,-178,Home,6
2022-12-20,NJ,CAR,0,0,1,0,1,1,2,1,0,4,-120,Home,6
2022-12-20,NYR,PIT,1,0,1,0,2,0,2,1,0,3,-135,Home,5.5
2022-12-20,TB,TOR,0,0,1,0,1,1,1,2,0,4,-140,Home,6
2022-12-20,OTT,WPG,1,0,0,0,1,3,2,0,0,5,-125,Home,6.5
2022-12-20,STL,SEA,0,0,2,0,2,1,3,1,0,5,-190,Home,6
2022-12-20,ANA,LA,0,1,0,0,1,0,2,2,0,4,-278,Home,6.5
2022-12-20,CGY,SJ,2,1,4,0,7,1,1,1,0,3,-190,Away,6
2022-12-21,NJ,FLA,1,0,3,0,4,1,1,0,0,2,-135,Home,6.5
2022-12-21,TB,DET,2,1,1,0,4,2,1,4,0,7,-130,Away,6.5
2022-12-21,MTL,COL,1,0,0,0,1,0,0,1,1,2,-285,Home,5.5
2022-12-21,NSH,CHI,1,1,2,0,4,0,2,0,0,2,-205,Away,6
2022-12-21,EDM,DAL,1,2,3,0,6,1,2,0,0,3,-145,Home,6.5
2022-12-21,ARI,VGK,0,1,1,0,2,0,1,4,0,5,-320,Home,6
2022-12-21,MIN,ANA,0,1,3,0,4,0,1,0,0,1,-278,Away,6.5
2022-12-22,PHI,TOR,1,0,2,0,3,0,2,2,0,4,-335,Home,6
2022-12-22,CAR,PIT,2,0,1,1,4,1,1,1,0,3,-135,Home,5.5
2022-12-22,NYI,NYR,1,2,0,0,3,1,1,3,0,5,-165,Home,5.5
2022-12-22,WAS,OTT,1,1,0,1,3,1,0,1,0,2,-125,Away,6.5
2022-12-22,WPG,BOS,2,0,0,0,2,0,2,1,0,3,-240,Home,6
2022-12-22,SEA,VAN,1,3,1,0,5,1,1,3,1,6,-115,Away,6.5
2022-12-22,CGY,LA,1,0,2,0,3,1,0,2,1,4,-120,Away,6
2022-12-22,MIN,SJ,1,1,0,0,2,2,2,1,0,5,-170,Away,6
2022-12-23,BOS,NJ,0,4,0,0,4,1,0,2,0,3,-120,Away,6
2022-12-23,PHI,CAR,1,1,3,0,5,3,3,0,0,6,-355,Home,6
2022-12-23,WPG,WAS,0,0,1,0,1,1,1,2,0,4,-175,Home,6
2022-12-23,FLA,NYI,1,0,0,0,1,0,2,3,0,5,-120,Away,6
2022-12-23,COL,NSH,0,1,1,1,3,1,1,0,0,2,-120,Away,5.5
2022-12-23,MTL,DAL,1,1,0,0,2,0,1,3,0,4,-335,Home,6
2022-12-23,CBJ,CHI,0,1,1,0,2,2,2,1,0,5,0,Even,6.5
2022-12-23,VAN,EDM,0,2,3,0,5,2,0,0,0,2,-225,Home,6.5
2022-12-23,LA,ARI,0,1,0,0,1,1,0,0,1,2,-170,Away,6
2022-12-23,STL,VGK,0,3,1,0,4,1,2,1,1,5,-165,Home,5.5
2022-12-23,CGY,ANA,1,1,0,1,3,1,0,1,0,2,-225,Away,6
2022-12-27,BOS,OTT,0,1,1,0,2,0,2,0,1,3,-205,Away,6.5
2022-12-27,CHI,CAR,0,0,0,0,0,2,0,1,0,3,-480,Home,6
2022-12-27,WAS,NYR,1,2,1,0,4,0,0,0,0,0,-160,Home,6
2022-12-27,PIT,NYI,1,0,0,0,1,1,3,1,0,5,-130,Away,5.5
2022-12-27,DAL,NSH,1,1,1,0,3,0,2,0,0,2,-135,Away,6
2022-12-27,MIN,WPG,2,1,1,0,4,1,0,0,0,1,-120,Away,6
2022-12-27,TOR,STL,2,2,0,1,5,1,2,1,0,4,-178,Away,6
2022-12-27,COL,ARI,1,1,1,0,3,2,2,2,0,6,-235,Away,5.5
2022-12-27,EDM,CGY,0,1,1,0,2,0,1,0,0,1,-140,Home,6.5
2022-12-27,SJ,VAN,1,0,1,0,2,2,2,2,0,6,-135,Home,6.5
2022-12-27,VGK,LA,1,1,0,0,2,1,1,2,0,4,-125,Home,6.5
2022-12-28,MTL,TB,0,0,1,0,1,2,1,1,0,4,-365,Home,6
2022-12-28,BOS,NJ,0,1,2,0,3,0,0,1,0,1,-115,Away,6
2022-12-28,DET,PIT,0,2,2,1,5,4,0,0,0,4,-210,Home,6.5
2022-12-28,CGY,SEA,1,1,1,0,3,1,1,0,0,2,-120,Away,6
2022-12-28,VGK,ANA,1,1,0,0,2,2,0,0,1,3,-170,Away,6
2022-12-29,DET,BUF,0,0,3,0,3,1,4,1,0,6,-190,Home,6.5
2022-12-29,MTL,FLA,2,0,0,0,2,3,1,3,0,7,-365,Home,6.5
2022-12-29,NYR,TB,1,0,0,0,1,0,0,1,1,2,-145,Home,5.5
2022-12-29,OTT,WAS,0,2,1,1,4,0,3,0,0,3,-170,Home,6
2022-12-29,CBJ,NYI,0,0,1,0,1,0,2,0,0,2,-278,Home,6.5
2022-12-29,CHI,STL,1,0,0,0,1,1,1,1,0,3,-267,Home,6
2022-12-29,DAL,MIN,1,0,3,0,4,1,0,0,0,1,-125,Home,6
2022-12-29,VAN,WPG,1,0,1,0,2,0,3,1,0,4,-145,Home,6.5
2022-12-29,LA,COL,1,1,2,1,5,0,4,0,0,4,-145,Home,6
2022-12-29,TOR,ARI,2,1,0,0,3,1,1,4,0,6,-320,Away,6
2022-12-29,PHI,SJ,1,0,2,1,4,1,1,1,0,3,-160,Home,6.5
2022-12-30,NSH,ANA,1,2,3,0,6,0,1,0,0,1,-178,Away,6
2022-12-30,NJ,PIT,0,3,1,0,4,1,1,0,0,2,0,Even,6.5
2022-12-30,FLA,CAR,0,0,0,0,0,1,2,1,0,4,-178,Home,6
2022-12-30,EDM,SEA,4,2,1,0,7,0,2,0,0,2,-135,Home,6.5
2022-12-31,BUF,BOS,1,1,1,1,4,1,0,2,0,3,-267,Home,6.5
2022-12-31,CHI,CBJ,1,0,0,0,1,1,2,1,0,4,-145,Home,6
2022-12-31,NSH,VGK,2,0,2,0,4,1,2,1,1,5,-170,Home,6
2022-12-31,MTL,WAS,0,2,0,0,2,2,3,4,0,9,-267,Home,6
2022-12-31,PHI,LA,1,1,2,0,4,2,0,0,0,2,-225,Home,6
2022-12-31,ARI,TB,2,1,0,0,3,1,3,1,0,5,-365,Home,6
2022-12-31,MIN,STL,1,2,2,0,5,1,1,0,0,2,-135,Away,5.5
2022-12-31,OTT,DET,2,0,0,0,2,0,1,3,0,4,-135,Away,6.5
2022-12-31,TOR,COL,2,3,1,0,6,1,1,0,0,2,-120,Away,6
2022-12-31,SJ,DAL,1,1,0,0,2,2,1,2,0,5,-235,Home,6
2022-12-31,VAN,CGY,0,1,1,0,2,0,3,0,0,3,-250,Home,6.5
2022-12-31,WPG,EDM,1,0,1,0,2,0,0,1,0,1,-115,Home,6.5
2023-01-01,CAR,NJ,0,2,2,1,5,0,1,3,0,4,-115,Away,6
2023-01-01,NYR,FLA,1,2,2,0,5,0,2,1,0,3,-160,Home,6.5
2023-01-01,BUF,OTT,0,1,0,0,1,1,1,1,0,3,-130,Home,6.5
2023-01-01,SJ,CHI,0,3,2,0,5,0,2,0,0,2,-145,Away,6
2023-01-01,NYI,SEA,1,0,0,0,1,1,2,1,0,4,-125,Home,6
2023-01-02,PIT,BOS,0,1,0,0,1,0,0,2,0,2,-180,Home,6
2023-01-02,VGK,COL,1,2,0,0,3,1,0,1,0,2,-160,Home,6
2023-01-02,PHI,ANA,2,1,1,0,4,0,0,1,0,1,-120,Away,6
2023-01-03,ARI,FLA,1,2,0,0,3,2,3,0,0,5,-355,Home,6.5
2023-01-03,BUF,WAS,2,1,1,1,5,1,1,2,0,4,-165,Home,6.5
2023-01-03,CAR,NYR,2,1,0,0,3,1,1,3,0,5,-125,Away,5.5
2023-01-03,CBJ,OTT,0,0,0,0,0,0,3,1,0,4,-225,Home,6.5
2023-01-03,STL,TOR,2,3,0,1,6,1,3,1,0,5,-285,Home,6
2023-01-03,CGY,WPG,0,1,1,0,2,0,1,2,0,3,-145,Away,6
2023-01-03,MTL,NSH,1,1,1,0,3,3,2,1,0,6,-260,Home,6
2023-01-03,TB,CHI,1,0,3,0,4,1,0,0,0,1,-355,Away,6.5
2023-01-03,SEA,EDM,0,4,1,0,5,1,1,0,0,2,-175,Home,6.5
2023-01-03,DAL,LA,0,2,0,0,2,1,1,1,0,3,-125,Away,6
2023-01-03,NYI,VAN,0,3,3,0,6,1,1,0,0,2,0,Even,6
2023-01-04,NJ,DET,0,2,3,0,5,0,0,1,0,1,-160,Away,6.5
2023-01-04,TB,MIN,0,1,0,0,1,1,3,1,0,5,-120,Home,6
2023-01-04,DAL,ANA,0,0,0,0,0,2,0,0,0,2,-225,Away,6
2023-01-05,ARI,PHI,1,1,0,0,2,0,5,1,0,6,-155,Home,6
2023-01-05,NSH,CAR,1,2,2,0,5,1,2,0,0,3,-235,Home,6
2023-01-05,NYR,MTL,0,3,1,0,4,0,0,1,0,1,-205,Away,6
2023-01-05,SEA,TOR,0,4,1,0,5,0,1,0,0,1,-235,Home,6.5
2023-01-05,STL,NJ,1,1,3,0,5,0,2,1,0,3,-190,Home,6.5
2023-01-05,WAS,CBJ,0,4,2,0,6,1,1,0,0,2,-220,Away,6.5
2023-01-05,NYI,EDM,0,2,0,0,2,2,2,0,0,4,-160,Home,6
2023-01-05,COL,VAN,1,1,0,0,2,0,3,1,0,4,-160,Away,6.5
2023-01-05,PIT,VGK,0,0,2,0,2,3,1,1,0,5,-115,Home,6
2023-01-05,BOS,LA,0,2,3,0,5,1,1,0,0,2,-155,Away,6
2023-01-06,FLA,DET,1,1,1,0,3,1,0,1,0,2,-160,Away,6.5
2023-01-06,NSH,WAS,2,0,1,0,3,1,1,0,0,2,-170,Home,6
2023-01-06,TB,WPG,1,1,0,0,2,1,1,2,0,4,0,Even,6
2023-01-06,ARI,CHI,0,0,0,0,0,0,1,1,0,2,0,Even,6
2023-01-06,NYI,CGY,1,0,0,0,1,3,0,1,0,4,-235,Home,5.5
2023-01-06,SJ,ANA,2,2,0,0,4,2,1,1,1,5,-170,Away,6.5
2023-01-07,NYR,NJ,1,2,0,0,3,0,1,2,1,4,-120,Home,6
2023-01-07,CAR,CBJ,0,3,0,0,3,0,2,1,1,4,-365,Away,6.5
2023-01-07,DET,TOR,1,0,0,0,1,0,2,2,0,4,-355,Home,6.5
2023-01-07,MIN,BUF,0,3,2,0,5,1,3,1,1,6,-125,Away,6.5
2023-01-07,SEA,OTT,3,2,3,0,8,1,2,1,0,4,-115,Home,6
2023-01-07,STL,MTL,1,1,2,0,4,0,2,3,0,5,-160,Away,6
2023-01-07,COL,EDM,0,0,2,1,3,1,1,0,0,2,-130,Home,6.5
2023-01-07,LA,VGK,1,2,2,0,5,0,0,1,0,1,-165,Home,6
2023-01-07,BOS,SJ,2,1,1,0,4,1,1,0,0,2,-250,Away,6.5
2023-01-08,VAN,WPG,2,2,0,0,4,2,3,2,0,7,-170,Home,6.5
2023-01-08,FLA,DAL,0,1,0,0,1,1,2,2,0,5,-130,Home,6.5
2023-01-08,CBJ,WAS,0,0,0,0,0,1,0,0,0,1,-365,Home,6.5
2023-01-08,CGY,CHI,1,2,0,0,3,2,1,0,1,4,-365,Away,5.5
2023-01-08,PIT,ARI,0,2,2,0,4,1,0,0,0,1,-235,Away,6.5
